filename	date	artist	title	score	likes	dislikes	views	duration
20160523_Modern Baseball - Holy Ghost ALBUM REVIEW.jpg	20160523	Modern Baseball 	Holy Ghost	7/10	3405	102	173456	353
20160524_Car Seat Headrest - Teens of Denial ALBUM REVIEW.jpg	20160524	Car Seat Headrest 	Teens of Denial	8/10	4105	126	250225	560
20160525_Marissa Nadler - Strangers ALBUM REVIEW.jpg	20160525	Marissa Nadler 	Strangers	8/10	861	20	63951	446
20160527_Moonsorrow - Jumalten Aika ALBUM REVIEW.jpg	20160527	Moonsorrow 	Jumalten Aika	8/10	1203	39	82235	528
20160530_PUP - The Dream Is Over ALBUM REVIEW (ASMR STYLE).jpg	20160530	PUP 	The Dream Is Over	6/10	3023	581	167958	300
20160602_Flume - Skin ALBUM REVIEW.jpg	20160602	Flume 	Skin	5/10	2764	1190	233759	480
20160608_Olga Bell - Tempo ALBUM REVIEW.jpg	20160608	Olga Bell 	Tempo	7/10	775	23	45569	421
20160611_Xenia Rubinos - Black Terry Cat ALBUM REVIEW.jpg	20160611	Xenia Rubinos 	Black Terry Cat	8/10	900	32	58459	617
20160613_Patti Smith - Horses ALBUM REVIEW.jpg	20160613	Patti Smith 	Horses	classic/10	1865	36	88286	1158
20160614_Nas - Illmatic ALBUM REVIEW.jpg	20160614	Nas 	Illmatic	classic/10	17655	386	774650	845
20160615_Nirvana - In Utero ALBUM REVIEW.jpg	20160615	Nirvana 	In Utero	classic/10	20854	509	878122	1112
20160616_Yes - Close to the Edge ALBUM REVIEW.jpg	20160616	Yes 	Close to the Edge	classic/10	3605	78	152488	770
20160617_The Microphones - The Glow Pt. 2 ALBUM REVIEW.jpg	20160617	The Microphones 	The Glow Pt. 2	classic/10	4770	70	196720	1336
20160619_David Bowie - The Rise and Fall of Ziggy Stardust and the Spiders from Mars ALBUM REVIEW.jpg	20160619	David Bowie 	The Rise and Fall of Ziggy Stardust and the Spiders from Mars	classic/10	7693	107	377209	1034
20160620_YG - Still Brazy ALBUM REVIEW.jpg	20160620	YG 	Still Brazy	8/10	7801	339	417495	647
20160621_Nails - You Will Never Be One of Us ALBUM REVIEW.jpg	20160621	Nails 	You Will Never Be One of Us	8/10	3246	69	185919	464
20160622_Jon Bellion - The Human Condition ALBUM REVIEW.jpg	20160622	Jon Bellion 	The Human Condition	5/10	2560	1606	144485	608
20160624_Swans - The Glowing Man ALBUM REVIEW.jpg	20160624	Swans 	The Glowing Man	9/10	4304	93	264861	945
20160628_Red Hot Chili Peppers - The Getaway ALBUM REVIEW.jpg	20160628	Red Hot Chili Peppers 	The Getaway	5/10	4951	1028	339660	543
20160629_Riff Raff - Peach Panther ALBUM REVIEW.jpg	20160629	Riff Raff 	Peach Panther	4/10	2297	167	185870	314
20160630_case _ lang _ veirs - Self-Titled ALBUM REVIEW.jpg	20160630	case _ lang _ veirs - Self	Titled	7/10	698	23	46489	350
20160704_Blood Orange - Freetown Sound ALBUM REVIEW.jpg	20160704	Blood Orange 	Freetown Sound	6/10	1289	226	126122	493
20160708_The Avalanches - Wildflower ALBUM REVIEW.jpg	20160708	The Avalanches 	Wildflower	7/10	2720	265	202634	456
20160711_Deerhoof - The Magic ALBUM REVIEW.jpg	20160711	Deerhoof 	The Magic	7/10	888	45	64245	336
20160712_Woods - City Sun Eater in the River of Light ALBUM REVIEW.jpg	20160712	Woods 	City Sun Eater in the River of Light	7/10	829	57	61618	330
20160715_BADBADNOTGOOD - IV ALBUM REVIEW.jpg	20160715	BADBADNOTGOOD 	IV	7/10	2313	192	151561	361
20160716_ScHoolboy Q - Blank Face ALBUM REVIEW.jpg	20160716	ScHoolboy Q 	Blank Face	5/10	6855	9448	434284	591
20160718_Clams Casino - 32 Levels ALBUM REVIEW.jpg	20160718	Clams Casino 	32 Levels	7/10	2486	114	142699	424
20160719_Apathy - Handshakes With Snakes ALBUM REVIEW.jpg	20160719	Apathy 	Handshakes With Snakes	7/10	1168	41	62493	612
20160721_The I.L.Y's - Scum With Boundaries ALBUM REVIEW.jpg	20160721	The I.L.Y's 	Scum With Boundaries	8/10	2226	55	115339	387
20160722_Bat For Lashes - The Bride ALBUM REVIEW.jpg	20160722	Bat For Lashes 	The Bride	5/10	645	66	51897	335
20160725_Lil Yachty - Summer Songs 2 MIXTAPE OR ALBUM REVIEW.jpg	20160725	Lil Yachty 	Summer Songs 2 MIXTAPE OR	5/10	3696	384	254857	490
20160726_Gucci Mane - Everybody Looking ALBUM REVIEW.jpg	20160726	Gucci Mane 	Everybody Looking	6/10	4370	450	280020	458
20160727_Roy Woods - Waking At Dawn ALBUM REVIEW.jpg	20160727	Roy Woods 	Waking At Dawn		1018	646	81728	198
20160729_Kemba - Negus ALBUM REVIEW.jpg	20160729	Kemba 	Negus	7/10	1371	40	78088	473
20160802_DJ Khaled - Major Key ALBUM REVIEW.jpg	20160802	DJ Khaled 	Major Key	6/10	7283	554	433341	609
20160804_Show Me The Body - Body War ALBUM REVIEW.jpg	20160804	Show Me The Body 	Body War	8/10	1386	36	82594	282
20160805_2 8 1 4 - Rain Temple ALBUM REVIEW.jpg	20160805	2 8 1 4 	Rain Temple	6/10	1461	77	75707	366
20160808_Descendents - Hypercaffium Spazzinate ALBUM REVIEW.jpg	20160808	Descendents 	Hypercaffium Spazzinate	5/10	1314	232	82633	229
20160809_Ghoul - Dungeon Bastards ALBUM REVIEW.jpg	20160809	Ghoul 	Dungeon Bastards	7/10	1016	37	54697	333
20160811_Dinosaur Jr. - Give A Glimpse of What Yer Not ALBUM REVIEW.jpg	20160811	Dinosaur Jr. 	Give A Glimpse of What Yer Not		800	24	55661	174
20160817_PartyNextDoor - P3 ALBUM REVIEW.jpg	20160817	PartyNextDoor 	P3	4/10	2465	391	166127	618
20160818_Rae Sremmurd - Sremmlife 2 ALBUM REVIEW.jpg	20160818	Rae Sremmurd 	Sremmlife 2	6/10	4617	373	298242	432
20160819_Thee Oh Sees - A Weird Exits ALBUM REVIEW.jpg	20160819	Thee Oh Sees 	A Weird Exits	8/10	1524	36	92746	425
20160823_Frank Ocean - Blonde ALBUM REVIEW (Endless _ Boys Don't Cry).jpg	20160823	Frank Ocean 	Blonde	8/10	32352	1675	2267545	956
20160824_Crystal Castles - Amnesty (I) ALBUM REVIEW.jpg	20160824	Crystal Castles 	Amnesty (I)	4/10	1812	950	129772	308
20160825_AJJ - The Bible 2 ALBUM REVIEW (FKA Andrew Jackson Jihad).jpg	20160825	AJJ 	The Bible 2	5/10	1785	477	123647	417
20160826_Gonjasufi - Callus ALBUM REVIEW.jpg	20160826	Gonjasufi 	Callus		423	27	32807	384
20160826_Tobacco - Sweatbox Dynasty ALBUM REVIEW.jpg	20160826	Tobacco 	Sweatbox Dynasty		434	46	32264	294
20160829_Ka - Honor Killed the Samurai ALBUM REVIEW.jpg	20160829	Ka 	Honor Killed the Samurai	8/10	2271	45	117646	370
20160907_Travis Scott - Birds In the Trap Sing McKnight ALBUM REVIEW.jpg	20160907	Travis Scott 	Birds In the Trap Sing McKnight	3/10	9311	14717	576901	743
20160908_Angel Olsen - My Woman ALBUM REVIEW.jpg	20160908	Angel Olsen 	My Woman	8/10	2496	166	151125	481
20160908_of Montreal - Innocence Reaches ALBUM REVIEW.jpg	20160908	of Montreal 	Innocence Reaches	5/10	871	100	66911	443
20160909_Isaiah Rashad - The Sun's Tirade ALBUM REVIEW ft. Luke James.jpg	20160909	Isaiah Rashad 	The Sun's Tirade	6/10	2716	3746	232938	1316
20160912_Glass Animals - How To Be A Human Being ALBUM REVIEW.jpg	20160912	Glass Animals 	How To Be A Human Being	6/10	2311	1078	153024	482
20160914_clipping. - Splendor & Misery ALBUM REVIEW.jpg	20160914	clipping. 	Splendor & Misery	8/10	3630	82	169146	856
20160915_$uicideboy$ - Eternal Grey ALBUM REVIEW.jpg	20160915	$uicideboy$ 	Eternal Grey		2938	278	152292	373
20160915_De La Soul - And The Anonymous Nobody ALBUM REVIEW.jpg	20160915	De La Soul 	And The Anonymous Nobody		1302	103	90683	392
20160916_M.I.A. - A.I.M. ALBUM REVIEW.jpg	20160916	M.I.A. 	A.I.M.	4/10	2441	330	154456	359
20160919_Nick Cave & the Bad Seeds - Skeleton Tree ALBUM REVIEW.jpg	20160919	Nick Cave & the Bad Seeds 	Skeleton Tree	8/10	2426	158	161757	526
20160920_Mac Miller - The Divine Feminine ALBUM REVIEW.jpg	20160920	Mac Miller 	The Divine Feminine	4/10	3712	3724	273580	263
20160921_Street Sects - End Position ALBUM REVIEW.jpg	20160921	Street Sects 	End Position	8/10	2264	35	83178	369
20160922_Touché Amoré - Stage Four ALBUM REVIEW.jpg	20160922	Touché Amoré 	Stage Four	8/10	2316	63	130470	543
20160923_Preoccupations - Self-Titled ALBUM REVIEW.jpg	20160923	Preoccupations - Self	Titled	8/10	1531	60	93597	403
20160926_Wilco - Schmilco ALBUM REVIEW.jpg	20160926	Wilco 	Schmilco	6/10	1212	56	86409	392
20160928_Mick Jenkins - The Healing Component ALBUM REVIEW.jpg	20160928	Mick Jenkins 	The Healing Component	5/10	1858	976	127889	539
20160929_Neurosis - Fires Within Fires ALBUM REVIEW.jpg	20160929	Neurosis 	Fires Within Fires	8/10	1412	43	82214	404
20160930_Danny Brown - Atrocity Exhibition ALBUM REVIEW.jpg	20160930	Danny Brown 	Atrocity Exhibition	9/10	22338	280	909650	855
20161004_Bon Iver - 22, A Million ALBUM REVIEW.jpg	20161004	Bon Iver 	22, A Million	5/10	4708	5096	309978	455
20161005_Nicolas Jaar - Sirens ALBUM REVIEW.jpg	20161005	Nicolas Jaar 	Sirens	6/10	1057	269	80518	427
20161006_Regina Spektor - Remember Us To Life ALBUM REVIEW.jpg	20161006	Regina Spektor 	Remember Us To Life	8/10	1889	34	89281	445
20161010_Banks - The Altar ALBUM REVIEW.jpg	20161010	Banks 	The Altar	5/10	1037	582	80642	314
20161011_Brain Tentacles - Self-Titled ALBUM REVIEW.jpg	20161011	Brain Tentacles - Self	Titled		648	15	34294	252
20161012_Oathbreaker - Rheia ALBUM REVIEW.jpg	20161012	Oathbreaker 	Rheia	4/10	784	662	70276	369
20161012_Solange - A Seat At The Table ALBUM REVIEW.jpg	20161012	Solange 	A Seat At The Table	8/10	5462	191	243374	481
20161014_Green Day - Revolution Radio ALBUM REVIEW.jpg	20161014	Green Day 	Revolution Radio	3/10	7253	1567	395013	373
20161017_NxWorries - Yes Lawd! ALBUM REVIEW.jpg	20161017	NxWorries 	Yes Lawd!	7/10	3101	100	196370	377
20161019_American Football - Self-Titled (LP2) ALBUM REVIEW.jpg	20161019	American Football - Self	Titled (LP2)	5/10	2212	635	146600	284
20161020_Jeff Rosenstock - Worry ALBUM REVIEW.jpg	20161020	Jeff Rosenstock 	Worry	8/10	2377	46	122445	500
20161021_Crying - Beyond the Fleeting Gales ALBUM REVIEW.jpg	20161021	Crying 	Beyond the Fleeting Gales	8/10	1345	25	71000	407
20161022_The Dillinger Escape Plan - Dissociation ALBUM REVIEW.jpg	20161022	The Dillinger Escape Plan 	Dissociation	7/10	2446	89	132980	415
20161024_The Game - 1992 ALBUM REVIEW.jpg	20161024	The Game 	1992	5/10	2403	166	156170	472
20161025_Lady Gaga - Joanne ALBUM REVIEW.jpg	20161025	Lady Gaga 	Joanne	6/10	4356	470	280327	485
20161026_Conor Oberst - Ruminations ALBUM REVIEW.jpg	20161026	Conor Oberst 	Ruminations	8/10	1331	47	83255	375
20161027_D.R.A.M. - Big Baby D.R.A.M. ALBUM REVIEW.jpg	20161027	D.R.A.M. 	Big Baby D.R.A.M.	7/10	4028	131	216327	517
20161101_Korn - The Serenity of Suffering ALBUM REVIEW.jpg	20161101	Korn 	The Serenity of Suffering	4/10	3859	566	221020	394
20161107_Wormrot - Voices ALBUM REVIEW.jpg	20161107	Wormrot 	Voices	7/10	1329	40	69200	301
20161108_Swain - The Long Dark Blue ALBUM REVIEW.jpg	20161108	Swain 	The Long Dark Blue	8/10	1342	34	79141	537
20161110_Kero Kero Bonito - Bonito Generation ALBUM REVIEW.jpg	20161110	Kero Kero Bonito 	Bonito Generation	8/10	9868	187	371583	356
20161111_Marching Church - Telling It Like It Is ALBUM REVIEW.jpg	20161111	Marching Church 	Telling It Like It Is	7/10	708	45	55032	295
20161121_A Tribe Called Quest - We Got It from Here... Thank You 4 Your Service ALBUM REVIEW.jpg	20161121	A Tribe Called Quest 	We Got It from Here... Thank You 4 Your Service	9/10	14663	216	603563	476
20161122_Bruno Mars - 24K Magic ALBUM REVIEW.jpg	20161122	Bruno Mars 	24K Magic	7/10	8490	353	460243	401
20161123_Justice - Woman ALBUM REVIEW.jpg	20161123	Justice 	Woman	5/10	2907	398	153357	387
20161125_Metallica - Hardwired...To Self-Destruct ALBUM REVIEW.jpg	20161125	Metallica - Hardwired...To Self	Destruct	6/10	7678	980	463520	413
20161128_The Weeknd - Starboy ALBUM REVIEW.jpg	20161128	The Weeknd 	Starboy	5/10	11442	2639	742638	606
20161129_Deathspell Omega - The Synarchy of Molten Bones ALBUM REVIEW.jpg	20161129	Deathspell Omega 	The Synarchy of Molten Bones		589	54	38755	256
20161129_Thee Oh Sees - An Odd Entrances ALBUM REVIEW.jpg	20161129	Thee Oh Sees 	An Odd Entrances		625	32	42681	257
20161130_Czarface - A Fistful of Peril ALBUM REVIEW.jpg	20161130	Czarface 	A Fistful of Peril	6/10	991	58	71646	250
20161201_Sleigh Bells - Jessica Rabbit ALBUM REVIEW.jpg	20161201	Sleigh Bells 	Jessica Rabbit	7/10	1180	48	72418	418
20161202_The Wytches - All Your Happy Life ALBUM REVIEW.jpg	20161202	The Wytches 	All Your Happy Life	6/10	716	19	51005	354
20161205_Childish Gambino - Awaken, My Love! ALBUM REVIEW.jpg	20161205	Childish Gambino 	Awaken, My Love!	watch/10	28864	2123	1572104	440
20161207_Common - Black America Again ALBUM REVIEW.jpg	20161207	Common 	Black America Again	5/10	1571	177	95608	431
20161210_Blank Banshee - MEGA ALBUM REVIEW.jpg	20161210	Blank Banshee 	MEGA		2532	49	113094	287
20161210_Metá Metá - MM3 ALBUM REVIEW.jpg	20161210	Metá Metá 	MM3		1129	12	33435	245
20161212_J. Cole - 4 Your Eyez Only ALBUM REVIEW.jpg	20161212	J. Cole 	4 Your Eyez Only	6/10	14546	4275	876384	554
20161213_Ab-Soul - Do What Thou Wilt. ALBUM REVIEW.jpg	20161213	Ab-Soul 	Do What Thou Wilt.	7/10	6157	414	356948	556
20161216_Injury Reserve - Floss ALBUM REVIEW.jpg	20161216	Injury Reserve 	Floss	8/10	5503	74	232728	686
20161229_Kid Cudi - Passion, Pain & Demon Slayin' ALBUM REVIEW.jpg	20161229	Kid Cudi 	Passion, Pain & Demon Slayin'	4/10	8118	4233	542556	449
20161230_Run the Jewels - Run the Jewels 3 ALBUM REVIEW ft. BIGQUINT.jpg	20161230	Run the Jewels 	Run the Jewels 3	8/10	11192	404	522544	1447
20170102_Captain Beefheart - Trout Mask Replica ALBUM REVIEW.jpg	20170102	Captain Beefheart 	Trout Mask Replica		9796	436	431323	863
20170103_Outkast - ATLiens ALBUM REVIEW.jpg	20170103	Outkast 	ATLiens		7154	121	324714	915
20170104_Talking Heads - Remain In Light ALBUM REVIEW.jpg	20170104	Talking Heads 	Remain In Light		6086	87	251960	608
20170105_Tom Waits - Rain Dogs ALBUM REVIEW.jpg	20170105	Tom Waits 	Rain Dogs		3411	58	158821	984
20170106_Emperor - In the Nightside Eclipse ALBUM REVIEW.jpg	20170106	Emperor 	In the Nightside Eclipse		3985	96	158571	592
20170110_Pink Guy - Pink Season ALBUM REVIEW.jpg	20170110	Pink Guy 	Pink Season	MYSCOREWHENTHEPU$$YTOOGOOD/10	53199	4981	1836241	675
20170116_Little Simz - Stillness In Wonderland ALBUM REVIEW ft. Tabby.jpg	20170116	Little Simz 	Stillness In Wonderland	5/10	1321	78	78901	1066
20170117_The xx - I See You ALBUM REVIEW.jpg	20170117	The xx 	I See You	6/10	2474	396	214103	313
20170118_The Flaming Lips - Oczy Mlody ALBUM REVIEW.jpg	20170118	The Flaming Lips 	Oczy Mlody	5/10	1201	78	93559	358
20170119_Code Orange - Forever ALBUM REVIEW.jpg	20170119	Code Orange 	Forever	8/10	3863	106	200583	481
20170123_Wiley - Godfather ALBUM REVIEW.jpg	20170123	Wiley 	Godfather	8/10	3864	73	174725	544
20170124_Foxygen - Hang ALBUM REVIEW.jpg	20170124	Foxygen 	Hang	7/10	1622	43	103770	547
20170125_Neil Cicierega - Mouth Moods ALBUM REVIEW.jpg	20170125	Neil Cicierega 	Mouth Moods	9/10	9013	363	366251	745
20170127_William Basinski - A Shadow In Time ALBUM REVIEW.jpg	20170127	William Basinski 	A Shadow In Time	7/10	1204	37	64305	360
20170131_Migos - Culture ALBUM REVIEW.jpg	20170131	Migos 	Culture	7/10	11121	600	620630	489
20170201_Ty Segall - Self-Titled ALBUM REVIEW.jpg	20170201	Ty Segall - Self	Titled	6/10	1123	59	82026	378
20170203_Bedwetter - Flick Your Tongue Against Your Teeth and Describe the Present ALBUM REVIEW.jpg	20170203	Bedwetter 	Flick Your Tongue Against Your Teeth and Describe the Present	6/10	1343	322	95254	406
20170206_Big Sean - I Decided ALBUM REVIEW.jpg	20170206	Big Sean 	I Decided	6/10	7933	2029	436866	389
20170209_Iron Reagan - Crossover Ministry ALBUM REVIEW ft. Myke C-Town.jpg	20170209	Iron Reagan 	Crossover Ministry	6/10	1327	147	56312	686
20170210_Sampha - Process ALBUM REVIEW.jpg	20170210	Sampha 	Process	8/10	5603	96	248593	426
20170214_Lupe Fiasco - DROGAS Light ALBUM REVIEW.jpg	20170214	Lupe Fiasco 	DROGAS Light	6/10	3939	162	212260	577
20170215_Jesca Hoop - Memories Are Now ALBUM REVIEW.jpg	20170215	Jesca Hoop 	Memories Are Now	7/10	814	32	44683	536
20170216_Quelle Chris - Being You Is Great, I Wish I Could Be You More Often ALBUM REVIEW.jpg	20170216	Quelle Chris 	Being You Is Great, I Wish I Could Be You More Often	8/10	1873	62	98208	509
20170220_Sun Kil Moon - Common As Light And Love Are Red Valleys Of Blood ALBUM REVIEW.jpg	20170220	Sun Kil Moon 	Common As Light And Love Are Red Valleys Of Blood	9/10	3887	81	203574	802
20170221_Future - Self-Titled ALBUM REVIEW.jpg	20170221	Future - Self	Titled	5/10	7809	557	386030	469
20170222_Jonwayne - Rap Album Two ALBUM REVIEW.jpg	20170222	Jonwayne 	Rap Album Two	7/10	2837	130	148300	541
20170224_Jens Lekman - Life Will See You Now ALBUM REVIEW.jpg	20170224	Jens Lekman 	Life Will See You Now	6/10	861	89	60626	342
20170228_Thundercat - Drunk ALBUM REVIEW.jpg	20170228	Thundercat 	Drunk	6/10	5399	1272	325557	540
20170301_Power Trip - Nightmare Logic ALBUM REVIEW.jpg	20170301	Power Trip 	Nightmare Logic	7/10	2218	98	107645	293
20170302_Dirty Projectors - Self-Titled ALBUM REVIEW.jpg	20170302	Dirty Projectors - Self	Titled	7/10	1269	48	76979	608
20170303_King Gizzard and the Lizard Wizard - Flying Microtonal Banana ALBUM REVIEW.jpg	20170303	King Gizzard and the Lizard Wizard 	Flying Microtonal Banana	8/10	7163	152	334567	397
20170308_Xiu Xiu - Forget ALBUM REVIEW.jpg	20170308	Xiu Xiu 	Forget	8/10	2768	59	152457	526
20170309_Sleaford Mods - English Tapas ALBUM REVIEW.jpg	20170309	Sleaford Mods 	English Tapas	6/10	813	85	66194	334
20170310_Ed Sheeran - Divide ALBUM REVIEW.jpg	20170310	Ed Sheeran 	Divide	4/10	14066	1504	635862	415
20170315_Blanck Mass - World Eater ALBUM REVIEW.jpg	20170315	Blanck Mass 	World Eater	7/10	1411	47	83706	460
20170316_Idles - Brutalism ALBUM REVIEW.jpg	20170316	Idles 	Brutalism	8/10	3847	83	185084	548
20170317_Laura Marling - Semper Femina ALBUM REVIEW.jpg	20170317	Laura Marling 	Semper Femina	5/10	638	204	52410	393
20170321_Rick Ross - Rather You Than Me ALBUM REVIEW.jpg	20170321	Rick Ross 	Rather You Than Me	6/10	4332	190	240057	756
20170321_Your Old Droog - Packs ALBUM REVIEW.jpg	20170321	Your Old Droog 	Packs	7/10	1403	55	77934	629
20170323_Real Estate - In Mind ALBUM REVIEW.jpg	20170323	Real Estate 	In Mind	5/10	1069	202	75822	398
20170324_Spoon - Hot Thoughts ALBUM REVIEW.jpg	20170324	Spoon 	Hot Thoughts	7/10	1423	57	80267	368
20170325_Havok - Conformicide ALBUM REVIEW.jpg	20170325	Havok 	Conformicide	7/10	2069	99	91466	479
20170327_Remo Drive - Greatest Hits ALBUM REVIEW.jpg	20170327	Remo Drive 	Greatest Hits	7/10	5061	86	162157	381
20170329_Mount Eerie - A Crow Looked At Me ALBUM REVIEW.jpg	20170329	Mount Eerie 	A Crow Looked At Me	9/10	11491	145	360494	1085
20170330_Ondatrópica - Baile Bucanero ALBUM REVIEW.jpg	20170330	Ondatrópica 	Baile Bucanero	7/10	862	25	43449	694
20170330_Pallbearer - Heartless ALBUM REVIEW.jpg	20170330	Pallbearer 	Heartless	8/10	1922	60	101886	365
20170401_Ibibio Sound Machine - Uyai ALBUM REVIEW.jpg	20170401	Ibibio Sound Machine 	Uyai	8/10	1563	41	87667	572
20170402_GoldLink - At What Cost ALBUM REVIEW ft. Shawn Cee.jpg	20170402	GoldLink 	At What Cost	5/10	3287	289	175028	1421
20170404_Freddie Gibbs - You Only Live 2wice ALBUM REVIEW.jpg	20170404	Freddie Gibbs 	You Only Live 2wice	6/10	2679	268	161323	522
20170405_Mastodon - Emperor of Sand ALBUM REVIEW.jpg	20170405	Mastodon 	Emperor of Sand	4/10	3424	3608	200776	736
20170407_Kodak Black - Painting Pictures ALBUM REVIEW.jpg	20170407	Kodak Black 	Painting Pictures	4/10	6284	436	323411	459
20170408_J.I.D - The Never Story ALBUM REVIEW.jpg	20170408	J.I.D 	The Never Story		5330	185	234291	710
20170411_Father John Misty - Pure Comedy ALBUM REVIEW.jpg	20170411	Father John Misty 	Pure Comedy	9/10	7190	300	349554	727
20170412_Future Islands - The Far Field ALBUM REVIEW.jpg	20170412	Future Islands 	The Far Field	6/10	1070	75	75800	392
20170412_Joey Bada$$ - All-Amerikkkan Bada$$ ALBUM REVIEW.jpg	20170412	Joey Bada$$ - All	Amerikkkan Bada$$	8/10	10778	336	470960	833
20170413_Arca - Self-Titled ALBUM REVIEW.jpg	20170413	Arca - Self	Titled	5/10	2109	1793	172812	581
20170418_Kendrick Lamar - DAMN. ALBUM REVIEW.jpg	20170418	Kendrick Lamar 	DAMN.	7/10	57846	11357	2658234	1374
20170419_Pile - A Hairshirt of Purpose ALBUM REVIEW.jpg	20170419	Pile 	A Hairshirt of Purpose		720	32	45688	395
20170420_The Magnetic Fields - 50 Song Memoir ALBUM REVIEW.jpg	20170420	The Magnetic Fields 	50 Song Memoir	7/10	1133	41	69984	850
20170421_Timber Timbre - Sincerely, Future Pollution ALBUM REVIEW.jpg	20170421	Timber Timbre 	Sincerely, Future Pollution	5/10	927	100	68274	604
20170427_Gas - Narkopop ALBUM REVIEW.jpg	20170427	Gas 	Narkopop	2/10	1255	1154	90430	397
20170429_The Smith Street Band - More Scared of You Than You Are of Me ALBUM REVIEW.jpg	20170429	The Smith Street Band 	More Scared of You Than You Are of Me	6/10	1257	261	91800	574
20170501_Gorillaz - Humanz ALBUM REVIEW.jpg	20170501	Gorillaz 	Humanz	watchthereview/10	31104	2769	1333107	948
20170503_Feist - Pleasure ALBUM REVIEW.jpg	20170503	Feist 	Pleasure	8/10	2242	68	115057	612
20170504_Cashmere Cat - 9 ALBUM REVIEW.jpg	20170504	Cashmere Cat 	9		1464	50	78263	307
20170504_Colin Stetson - All This I Do For Glory ALBUM REVIEW.jpg	20170504	Colin Stetson 	All This I Do For Glory	7/10	854	24	47131	475
20170505_Wale - Shine ALBUM REVIEW.jpg	20170505	Wale 	Shine	opinion/10	8104	588	289927	559
20170508_Logic - Everybody ALBUM REVIEW.jpg	20170508	Logic 	Everybody	5/10	17605	2882	845226	843
20170509_Mac DeMarco - This Old Dog ALBUM REVIEW.jpg	20170509	Mac DeMarco 	This Old Dog	7/10	10912	477	538851	517
